City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,kurlovo,55.4325,40.4854,9.94,69,69,2.38,RU,1712858326
293,san antonio de pale,-1.4014,5.6325,26.17,86,100,9.8,GQ,1712858326
294,cheremshan,54.6667,51.5,12.54,73,100,8.49,RU,1712858326
295,garoowe,8.4054,48.4845,26.75,68,3,8.35,SO,1712858327
296,aasiaat,68.7098,-52.8699,-4.98,82,100,1.54,GL,1712858327
297,aykhal,66.0,111.5,-28.9,100,99,2.68,RU,1712858327
298,punta arenas,-53.15,-70.9167,10.06,53,0,11.83,CL,1712858214
299,hammerfest,70.6634,23.6821,1.25,93,75,7.2,NO,1712858327
300,karratha,-20.7377,116.8463,27.1,73,0,4.02,AU,1712858327
301,umm kaddadah,13.6017,26.6876,28.85,10,68,5.42,SD,1712858328
302,minas de marcona,-15.2119,-75.1103,23.78,54,6,5.82,PE,1712858328
303,azna,33.6095,48.9307,9.83,77,60,2.21,IR,1712858328
304,viedma,-40.8135,-62.9967,17.25,31,100,1.97,AR,1712858087
305,cidreira,-30.1811,-50.2056,19.83,87,100,8.51,BR,1712858328
306,ebon,4.582,168.6964,27.8,81,100,6.86,MH,1712858328
307,afaahiti,-17.75,-149.2833,26.93,85,66,7.75,PF,1712858329
308,ulsteinvik,62.3432,5.8487,10.5,84,100,8.49,NO,1712858329
309,luwuk,-0.9516,122.7875,21.74,85,100,2.22,ID,1712858330
310,culiacan,24.7994,-107.3897,28.82,26,40,2.57,MX,1712858327
311,acajutla,13.5928,-89.8275,31.91,61,40,5.8,SV,1712858330
312,karak city,31.1637,35.762,14.97,65,0,2.08,JO,1712858330
313,bodaybo,57.8506,114.1933,-4.61,98,90,1.16,RU,1712858330
314,coquimbo,-29.9533,-71.3436,13.85,94,100,3.6,CL,1712858076
315,remire-montjoly,4.9167,-52.2667,31.02,74,75,6.17,GF,1712858331
316,port macquarie,-31.4333,152.9167,14.94,88,10,3.66,AU,1712858332
317,chibougamau,49.9168,-74.3659,14.79,41,0,5.66,CA,1712858332
318,greymouth,-42.4667,171.2,15.0,95,83,2.67,NZ,1712858332
319,bamusso,4.4591,8.9027,28.06,83,81,2.85,CM,1712858332
320,essaouira,31.5125,-9.77,31.72,35,8,2.57,MA,1712858332
321,mossel bay,-34.1831,22.146,13.96,74,0,3.85,ZA,1712858333
322,ostersund,63.1792,14.6357,3.67,93,100,2.57,SE,1712858086
323,maputo,-25.9653,32.5892,20.82,68,75,3.6,MZ,1712858333
324,huarmey,-10.0681,-78.1522,25.59,71,91,4.85,PE,1712858334
325,boguchany,58.3814,97.4531,-4.52,87,100,0.89,RU,1712858334
326,valparaiso,-33.0393,-71.6273,22.3,63,0,4.63,CL,1712858136
327,ust-nera,64.5667,143.2,-14.36,97,82,2.99,RU,1712858335
328,senekal,-28.3197,27.6208,15.54,44,6,2.04,ZA,1712858335
329,lillehammer,61.1146,10.4674,6.74,86,71,3.28,NO,1712858335
330,lospalos,-8.5186,127.0025,21.2,92,99,0.79,TL,1712858335
331,freetown,8.484,-13.2299,27.58,60,57,3.75,SL,1712858335
332,sihanoukville,10.6093,103.5296,27.97,89,40,1.54,KH,1712858336
333,qarauyl,48.9451,79.255,0.44,88,100,6.55,KZ,1712858336
334,takoradi,4.8845,-1.7554,27.73,81,100,4.53,GH,1712858336
335,saint-affrique,43.9558,2.8892,12.14,74,52,2.28,FR,1712858336
336,howrah,22.5892,88.3103,30.05,61,40,0.0,IN,1712858336
337,usogorsk,63.4106,48.6872,4.81,100,100,7.19,RU,1712858336
338,shubarkuduk,49.1447,56.4872,10.18,63,40,3.08,KZ,1712858336
339,ha'il,27.5219,41.6907,23.01,28,0,3.09,SA,1712858337
340,mezokovesd,47.8167,20.5833,16.46,73,57,3.36,HU,1712858337
341,nova sintra,14.8667,-24.7167,22.86,73,6,6.42,CV,1712858337
342,bryne,58.7354,5.6477,10.13,87,0,5.14,NO,1712858337
343,noosa heads,-26.3833,153.15,18.95,77,24,7.08,AU,1712858337
344,mao,39.8885,4.2658,15.31,72,20,8.23,ES,1712858337
345,xiaoshi,41.2971,124.1209,8.77,90,31,3.3,CN,1712858337
346,darwin,-12.4611,130.8418,23.99,65,78,2.57,AU,1712858277
347,nar'yan-mar,67.6713,53.087,1.73,100,100,7.6,RU,1712858338
348,chapaev,50.2,51.1667,13.72,56,40,3.22,KZ,1712858338
349,geraldton,-28.7667,114.6,22.23,56,57,7.72,AU,1712858259
350,luena,-11.7833,19.9167,24.1,73,98,2.06,AO,1712858338
351,alaghsas,17.0187,8.0168,38.94,6,0,1.03,NE,1712858338
352,bulayevo,54.9056,70.4439,-0.36,82,75,1.76,KZ,1712858338
353,valentin gomez farias,28.2167,-106.5833,20.76,12,26,6.92,MX,1712858338
354,magong,23.5654,119.5863,20.62,99,39,2.78,TW,1712858339
355,kolonia,50.9333,6.95,17.13,72,40,2.57,DE,1712858039
356,san juan,-31.5375,-68.5364,15.43,47,89,3.68,AR,1712858072
357,nieuw amsterdam,5.8833,-55.0833,33.01,52,75,6.17,SR,1712858339
358,fada,9.5667,8.3,31.26,11,34,1.89,NG,1712858339
359,haparanda,65.8355,24.1368,3.03,98,46,2.94,SE,1712858051
360,bambous,-20.2567,57.4061,26.19,92,38,2.21,MU,1712858339
361,madingou,-4.1536,13.55,26.08,91,95,1.38,CG,1712858339
362,pullman,46.7313,-117.1796,13.17,61,0,4.47,US,1712858333
363,alpena,45.0617,-83.4327,11.18,78,100,2.24,US,1712858340
364,gadzhiyevo,69.2551,33.3362,2.06,99,100,9.58,RU,1712858340
365,port alfred,-33.5906,26.891,14.54,87,81,1.79,ZA,1712858340
366,tsiombe,-25.3,45.4833,21.71,81,100,2.89,MG,1712858340
367,katsuura,35.1333,140.3,14.29,81,100,3.5,JP,1712858340
368,gergebil',42.5047,47.0661,9.7,58,98,1.24,RU,1712858341
369,st. john's,47.5649,-52.7093,6.2,70,20,5.14,CA,1712858283
370,oum hadjer,13.2954,19.6966,35.87,8,27,3.88,TD,1712858341
371,lompoc,34.6391,-120.4579,26.5,65,0,1.54,US,1712858341
372,vorgashor,67.5833,63.95,-9.18,90,100,11.34,RU,1712858342
373,tharad,24.3961,71.6267,30.08,26,49,2.58,IN,1712858342
374,san patricio,28.017,-97.5169,29.39,20,0,5.51,US,1712858342
375,whitby,54.4877,-0.615,16.32,78,100,0.45,GB,1712858179
376,beloyarskiy,63.7119,66.6722,-5.0,74,100,4.02,RU,1712858342
377,raub,3.7899,101.857,24.84,91,100,0.06,MY,1712858343
378,baiyin,36.5583,104.2081,12.63,25,1,1.99,CN,1712858343
379,revelstoke,50.9832,-118.2023,5.01,81,100,0.0,CA,1712858343
380,san luis,-33.295,-66.3356,10.11,86,100,0.85,AR,1712858328
381,al kharijah,25.4514,30.5464,23.96,24,61,4.2,EG,1712858343
382,lorengau,-2.0226,147.2712,26.95,84,100,1.33,PG,1712858344
383,cockburn town,21.4612,-71.1419,25.32,73,10,7.32,TC,1712858344
384,kargil,34.5667,76.1,-4.22,84,100,1.03,IN,1712858344
385,saudarkrokur,65.7461,-19.6394,1.64,96,100,0.99,IS,1712858344
386,gembu,6.7,11.2667,22.57,63,98,1.21,NG,1712858344
387,lensk,60.7253,114.9278,-12.05,95,100,2.31,RU,1712858345
388,roma,43.2128,-75.4557,17.6,91,100,6.17,US,1712858072
389,tazovsky,67.4667,78.7,-24.97,97,22,3.97,RU,1712858345
390,misliyah,17.4599,42.5572,29.46,65,53,3.35,SA,1712858345
391,lobujya,27.95,86.8167,-15.78,87,85,2.16,NP,1712858345
392,maxixe,-23.8597,35.3472,23.9,78,75,5.36,MZ,1712858345
393,new norfolk,-42.7826,147.0587,10.95,85,92,1.31,AU,1712858346
394,egilsstadir,65.2653,-14.3948,0.95,93,75,7.2,IS,1712858346
395,yingshang chengguanzhen,32.6295,116.2701,16.24,98,100,1.49,CN,1712858346
396,tome acu,-2.4189,-48.1522,29.61,89,85,0.53,BR,1712858346
397,sao tome,0.3365,6.7273,26.77,81,100,3.96,ST,1712858347
398,kollam,8.8833,76.6,28.8,75,85,0.48,IN,1712858347
399,six-fours-les-plages,43.0938,5.84,20.73,59,2,0.89,FR,1712858347
400,sorong,-0.8833,131.25,26.04,84,99,2.52,ID,1712858347
401,mar del plata,-38.0023,-57.5575,13.86,64,75,3.6,AR,1712857714
402,weno,7.4515,151.8468,27.97,83,100,3.09,FM,1712858347
403,sarmiento,-45.5882,-69.07,13.86,30,0,2.37,AR,1712858348
404,mbandaka,0.0487,18.2603,27.21,69,96,1.42,CD,1712858348
405,mandiana,10.6333,-8.6833,36.09,28,83,2.31,GN,1712858348
406,airuk,7.2772,168.8203,27.53,81,94,9.3,MH,1712858348
407,ochakiv,46.6128,31.5498,14.12,72,5,3.6,UA,1712858349
408,northam,51.0333,-4.2167,14.66,96,99,5.9,GB,1712858349
409,chenaran,36.6455,59.1212,14.09,61,57,3.0,IR,1712858349
410,port isabel,26.0734,-97.2086,30.02,24,0,4.12,US,1712858102
411,kas,36.2018,29.6377,20.86,61,55,2.01,TR,1712858350
412,port blair,11.6667,92.75,29.02,84,82,1.03,IN,1712858350
413,eraan,9.0629,117.7016,24.93,88,53,2.53,PH,1712858350
414,martapura,-3.4167,114.85,24.16,94,99,0.52,ID,1712858350
415,el tocuyo,9.7873,-69.7937,37.2,21,9,1.24,VE,1712858350
416,manokwari,-0.8667,134.0833,26.23,78,95,1.66,ID,1712858351
417,piacabucu,-10.4056,-36.4344,29.62,67,84,4.29,BR,1712858351
418,gulf breeze,30.3571,-87.1639,21.79,69,75,8.23,US,1712858351
419,anadyr,64.75,177.4833,-16.72,84,0,3.0,RU,1712858351
420,silver city,32.7701,-108.2803,20.77,17,0,5.14,US,1712858351
421,virginia,37.5481,-77.4467,22.18,76,100,6.69,US,1712857504
422,vedaraniyam,10.3667,79.85,29.15,77,100,6.79,IN,1712858351
423,antsohihy,-14.8796,47.9875,27.31,81,100,1.37,MG,1712858352
424,ciudad lazaro cardenas,17.9583,-102.2,28.57,56,0,3.82,MX,1712858352
425,santa ana,33.7456,-117.8678,29.69,57,20,2.06,US,1712858350
426,tokoroa,-38.2333,175.8667,15.36,98,100,3.95,NZ,1712858352
427,dombarovskiy,50.7587,59.5386,7.22,69,11,3.58,RU,1712858352
428,awjilah,29.1081,21.2869,23.56,19,23,4.57,LY,1712858352
429,fruitland,38.3221,-75.6202,21.96,89,100,8.23,US,1712858352
430,orchard homes,46.8633,-114.0484,14.04,50,0,1.34,US,1712858353
431,colonia menno,-22.3667,-59.8167,23.16,95,100,5.91,PY,1712858353
432,marka,1.7159,44.7717,29.59,73,59,5.79,SO,1712858353
433,al qubbah,32.7616,22.2424,11.86,79,36,5.19,LY,1712858353
434,colonia,50.9333,6.95,17.13,72,40,2.57,DE,1712858089
435,ebaye,8.7748,167.7392,28.01,74,40,7.2,MH,1712858353
436,keelakarai,9.2333,78.7833,29.91,72,99,8.44,IN,1712858353
437,inirida,3.8653,-67.9239,35.7,42,49,2.08,CO,1712858282
438,ixtapa,20.7,-105.2,35.17,21,74,3.81,MX,1712858354
439,rongelap,11.1635,166.8941,26.9,79,100,9.02,MH,1712858354
440,chawinda,32.3469,74.7061,23.88,29,15,4.42,PK,1712858354
441,buala,-8.145,159.5921,26.81,83,85,2.48,SB,1712858354
442,inhambane,-23.865,35.3833,23.99,78,75,5.36,MZ,1712858354
443,sao joao do piaui,-8.3581,-42.2467,33.4,47,80,1.73,BR,1712858354
444,kulhudhuffushi,6.6221,73.07,29.82,73,7,3.86,MV,1712858355
445,nogliki,51.8333,143.1667,3.52,88,30,5.36,RU,1712858356
446,tolanaro,-25.0319,46.9987,24.04,83,40,3.09,MG,1712858356
447,cidade velha,14.9167,-23.6167,27.26,50,0,6.69,CV,1712858356
448,kudahuvadhoo,2.6708,72.8944,29.74,68,54,1.32,MV,1712858356
449,santa elena de uairen,4.6167,-61.1333,32.51,30,49,1.97,VE,1712858356
450,polyarnyy,69.1989,33.4478,1.89,99,100,9.25,RU,1712858356
451,hohhot,40.8106,111.6522,15.16,33,0,3.0,CN,1712858357
452,la passe,45.5549,-0.8967,18.13,85,88,3.54,FR,1712858357
453,chittarkonda,18.1167,82.0833,24.79,52,43,2.37,IN,1712858357
454,najran,17.4924,44.1277,33.36,41,59,2.16,SA,1712858357
455,basco,20.4487,121.9702,26.14,81,12,6.32,PH,1712858357
456,gisborne,-38.6533,178.0042,19.05,77,100,4.79,NZ,1712858357
457,fish town,5.1964,-7.8756,25.77,88,97,2.41,LR,1712858357
458,kavalerovo,44.2661,135.0572,9.75,84,94,0.89,RU,1712858357
459,dzhalagash,45.0833,64.6667,12.12,62,99,8.3,KZ,1712858358
460,orbetello,42.4408,11.2196,20.01,67,100,5.66,IT,1712858358
461,ulaangom,49.9811,92.0667,0.98,69,84,2.81,MN,1712858358
462,shortandy,51.7006,70.9994,-0.19,70,64,1.96,KZ,1712858358
463,dampit,-8.2116,112.7493,22.32,95,100,0.93,ID,1712858358
464,sol'tsy,58.1239,30.3238,9.73,47,95,3.34,RU,1712858358
465,qrendi,35.8347,14.4583,16.81,72,0,3.6,MT,1712858359
466,bonthe,7.5264,-12.505,28.74,67,92,4.56,SL,1712858359
467,las heras,-46.5419,-68.9359,15.27,23,0,3.34,AR,1712858359
468,pangody,65.85,74.4859,-18.2,86,78,7.44,RU,1712858359
469,taguatinga,-12.3857,-46.5711,33.08,47,62,0.21,BR,1712858359
470,kirensk,57.7853,108.1119,-2.24,95,98,0.89,RU,1712858359
471,harnosand,62.6323,17.9379,5.0,99,100,3.12,SE,1712858359
472,tomatlan,19.9333,-105.25,33.0,29,68,4.08,MX,1712858360
473,newman,37.3138,-121.0208,24.58,61,38,0.89,US,1712858360
474,codrington,-38.2667,141.9667,13.53,66,100,2.54,AU,1712858360
475,olyokminsk,60.3736,120.4264,-6.03,88,100,4.24,RU,1712858360
476,peace river,56.2501,-117.286,10.17,40,100,2.57,CA,1712858360
477,muravlenko,63.7898,74.523,-18.57,89,80,6.24,RU,1712858360
478,dehri,24.8667,84.1833,27.06,39,15,2.9,IN,1712858360
479,opuwo,-18.0607,13.84,25.98,35,17,1.17,NA,1712858361
480,harstad,68.799,16.5293,2.66,98,100,14.75,NO,1712858361
481,qamdo,31.1667,97.2333,-0.18,52,90,1.84,CN,1712858361
482,camalu,30.85,-116.0667,24.81,61,0,2.79,MX,1712858361
483,makary,12.5717,14.4666,33.69,14,66,4.4,CM,1712858361
484,culebra,18.303,-65.301,30.02,73,10,6.26,PR,1712858362
485,fukuyama,34.4833,133.3667,14.08,81,79,1.32,JP,1712858362
486,ghanzi,-21.5667,21.7833,22.83,25,95,3.64,BW,1712858362
487,sao vicente,-23.9631,-46.3919,29.1,66,100,1.54,BR,1712858362
488,naliya,23.2667,68.8333,25.69,79,8,5.21,IN,1712858362
489,guajara mirim,-10.7828,-65.3394,32.09,58,40,3.6,BR,1712858343
490,amboasary,-25.0333,46.3833,22.05,84,100,2.34,MG,1712858362
491,krasnyy chikoy,50.3643,108.7512,2.91,78,96,1.13,RU,1712858363
492,avanigadda,16.0215,80.9181,27.75,73,27,3.09,IN,1712858363
493,vyksa,55.3175,42.1744,11.07,72,99,2.45,RU,1712858363
494,pola de siero,43.3923,-5.6634,21.17,67,100,1.25,ES,1712858085
495,parabel',58.6978,81.4825,-8.94,88,99,2.24,RU,1712858363
496,salto,-31.3833,-57.9667,24.37,54,40,6.17,UY,1712858162
497,milton-freewater,45.9326,-118.3877,17.28,56,100,1.55,US,1712858364
498,nadi,-17.8,177.4167,24.0,94,40,2.06,FJ,1712858364
499,diapaga,12.0708,1.7889,39.6,12,93,3.01,BF,1712858364
500,berezovyy,51.6667,135.7,0.88,65,0,2.22,RU,1712858364
501,polovinnoye,54.7914,65.9864,2.27,77,51,3.17,RU,1712858364
502,basoko,1.2391,23.616,28.68,59,87,0.88,CD,1712858364
503,priozersk,61.0393,30.1291,6.72,83,86,7.26,RU,1712858364
504,yanam,16.7333,82.2167,25.33,86,2,1.35,IN,1712858365
505,svetogorsk,61.1121,28.8632,5.77,81,85,0.45,RU,1712858365
506,big spring,32.2504,-101.4787,21.25,28,0,3.6,US,1712858365
507,cabo san lucas,22.8909,-109.9124,27.01,39,100,0.89,MX,1712858179
508,holualoa,19.6228,-155.9522,22.7,85,20,0.0,US,1712858365
509,sakaiminato,35.55,133.2333,13.99,67,75,2.57,JP,1712858365
510,mugia,43.1041,-9.2179,19.39,77,93,0.36,ES,1712858365
511,fale old settlement,-9.3852,-171.2468,29.16,74,74,1.93,TK,1712858366
512,hasaki,35.7333,140.8333,14.05,73,100,4.46,JP,1712858366
513,bowen,-20.0167,148.2333,19.71,86,1,3.91,AU,1712858366
514,kimbe,-5.5502,150.1429,24.56,91,99,1.15,PG,1712858366
515,longboat key,27.4125,-82.659,27.83,73,100,10.8,US,1712858238
516,hamilton,39.1834,-84.5333,19.56,88,75,4.12,US,1712858075
517,torbat-e heydariyeh,35.274,59.2195,19.8,29,49,1.59,IR,1712858367
518,al ghayzah,16.2079,52.176,27.71,71,77,6.21,YE,1712858368
519,araguaina,-7.1911,-48.2072,31.24,64,91,2.06,BR,1712858368
520,puerto quijarro,-17.7833,-57.7667,31.77,59,84,1.14,BO,1712858368
521,midvagur,62.0511,-7.1939,9.46,93,100,6.69,FO,1712858368
522,ngala,12.3377,14.1805,34.08,15,70,4.52,NG,1712858368
523,sao raimundo das mangabeiras,-7.0219,-45.4811,30.51,66,95,2.32,BR,1712858368
524,namibe,-15.1961,12.1522,22.65,76,13,5.68,AO,1712858369
525,kristiansund,63.1115,7.732,10.03,93,75,14.92,NO,1712858369
526,tobias barreto,-11.1839,-37.9983,30.81,57,61,4.5,BR,1712858369
527,tadmur,34.5608,38.2805,19.48,52,38,4.78,SY,1712858331
528,guiren,33.6697,118.1889,14.92,91,100,2.19,CN,1712858369
529,port augusta,-32.5,137.7667,13.87,73,41,3.22,AU,1712858283
530,general mosconi,-23.1851,-62.303,17.04,92,100,6.74,AR,1712858369
531,irymple,-34.25,142.1667,8.38,82,0,4.33,AU,1712858370
532,lignano sabbiadoro,45.6922,13.1481,24.04,67,100,1.09,IT,1712858370
533,kismayo,-0.3582,42.5454,29.61,76,66,4.35,SO,1712858370
534,itoman,26.1247,127.6694,21.01,86,40,0.51,JP,1712858370
535,borogontsy,62.6683,131.1683,0.35,95,100,3.1,RU,1712858370
536,palu,-0.8917,119.8707,24.53,99,100,0.74,ID,1712858371
537,xining,36.6167,101.7667,8.98,34,29,0.66,CN,1712858371
538,isiro,2.7739,27.616,24.2,65,94,1.76,CD,1712858371
539,santa rosalia,27.3167,-112.2833,25.26,20,60,3.54,MX,1712858371
540,sol'-iletsk,51.1631,54.9918,10.8,59,100,2.11,RU,1712858371
541,saint-denis,48.9167,2.3333,18.77,69,0,2.06,FR,1712858371
542,marau,-28.4492,-52.2,18.97,99,100,2.75,BR,1712858224
543,wotho,10.1657,166.0102,27.11,77,95,9.12,MH,1712858372
544,calgary,51.0501,-114.0853,9.54,36,100,3.6,CA,1712858155
545,chato,-2.6378,31.7669,21.11,85,95,1.11,TZ,1712858372
546,staryye ozinki,51.1786,49.6769,13.95,59,42,4.53,RU,1712858372
547,machico,32.7,-16.7667,26.74,60,0,5.14,PT,1712858372
548,mezhdurechenskiy,59.6,65.9333,-0.42,75,99,5.92,RU,1712858372
549,cururupu,-1.8283,-44.8683,29.79,78,86,1.45,BR,1712858372
550,kingston,17.997,-76.7936,32.87,64,20,11.83,JM,1712858004
551,mentougou,39.9392,116.0917,11.52,59,3,0.42,CN,1712858373
552,morden,49.1919,-98.1014,10.91,57,98,6.17,CA,1712858356
553,zhaqsy,51.9083,67.3133,-0.13,79,24,1.52,KZ,1712858373
554,palikir - national government center,6.9248,158.1611,26.78,83,100,7.85,FM,1712858373
555,gopalpur,19.2667,84.9167,27.88,69,41,2.4,IN,1712858373
556,dellys,36.9172,3.9131,13.43,76,94,8.16,DZ,1712858374
557,miles city,46.4083,-105.8406,9.54,43,0,1.54,US,1712858374
558,alofi,-19.0595,-169.9187,21.94,94,40,0.51,NU,1712858374
559,pingzhuang,42.0372,119.2889,16.59,45,65,3.96,CN,1712858374
560,petropavlovka,50.6114,105.3196,5.43,85,89,1.05,RU,1712858374
561,pacific grove,36.6177,-121.9166,23.64,80,0,3.58,US,1712858374
562,moorhead,46.8739,-96.7676,12.98,56,20,8.75,US,1712858346
563,severo-yeniseyskiy,60.3725,93.0408,-19.68,99,96,0.45,RU,1712858375
564,kiruna,67.8557,20.2251,0.51,75,20,1.03,SE,1712858375
565,kingscliff,-28.2667,153.5667,19.89,77,40,4.63,AU,1712858375
566,heyuan,23.7333,114.6833,22.86,84,78,1.08,CN,1712858375
567,tchibanga,-2.85,11.0333,24.78,95,76,3.05,GA,1712858375
568,sona,45.4388,10.8255,19.75,56,0,2.57,IT,1712858375
569,okha,53.5739,142.9478,2.36,89,84,1.79,RU,1712858375
570,sierra grande,-41.606,-65.3557,14.83,34,100,4.38,AR,1712858124
571,napili-honokowai,20.9708,-156.6705,24.24,89,100,6.75,US,1712858376
572,gardnerville ranchos,38.8882,-119.7413,20.44,37,0,1.34,US,1712858376
573,leh,34.1667,77.5833,-8.92,84,89,1.91,IN,1712858376
574,kampene,-3.6,26.6667,22.88,97,98,1.17,CD,1712858215
575,salinas,36.6777,-121.6555,28.72,65,0,3.6,US,1712858160
576,sena madureira,-9.0656,-68.6569,32.98,51,100,2.34,BR,1712858377
577,shindand,33.3029,62.1474,19.05,55,100,6.87,AF,1712858377
578,pitogo,13.7847,122.0881,23.07,90,100,2.54,PH,1712858377
579,gandi,12.9636,5.7434,38.32,7,55,3.07,NG,1712858377
580,karyes,37.3,22.5,14.0,58,98,2.83,GR,1712858377
581,djibo,14.1022,-1.6306,36.84,20,100,3.01,BF,1712858377
582,hobyo,5.3505,48.5268,29.31,73,91,4.7,SO,1712858378
583,kupang,-10.1667,123.5833,26.32,94,100,3.09,ID,1712858378
584,conduaga,8.862,117.4893,23.91,90,63,1.54,PH,1712858378
